basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments
GB000342,4003,Alness at Alness,GB,GB_NRFA,Alness at Alness,-4.26,57.7,-4.26,57.7,11.9,202.38,202.408,0,-0.0138353592252157,1974-01-01,2021-09-30,48,573,17440,17440,0.0,0.0,17440.0,0.0,B,,1037,1,['GB000342']
GB000045,17003,Bonny Water at Bonnybridge,GB,GB_NRFA,Bonny Water at Bonnybridge,-3.89,56.0,-3.89,56.0,23,51.49,51.512,0,-0.0427267430569012,1965-01-01,2021-09-30,57,681,20725,15818,2.0,0.0,20725.0,0.0,B,,930,1,['GB000045']
GB000556,69027,Tame at Portwood,GB,GB_NRFA,Tame at Portwood,-2.14,53.42,-2.14,53.42,43,146.01,146.111,0,-0.0691733442914862,1969-12-30,2021-09-30,51,595,17905,15026,998.0,0.0,17905.0,0.0,C,,1134,1,['GB000556']
DENW1031,9284730000100,Ammeloe,DE,DE_NW,Berkel,6.774417728302886,52.08099770056467,6.774417728302886,52.08099770056467,"25,35",351.1,333.654,0,4.968954713756771,1967-01-11,2021-12-02,55,660,19226,16099,824.0,0.0,19226.0,0.0,B,,75,4,"['DENW1031', 'DENW1089', 'DENW1167', 'DENW1253']"
FR004277,O702153002,Le Lot ÃƒÂ  Mende,FR,FR_EAUFRANCE,Le Lot à Mende,3.48833333333333,44.51666666666667,3.489361,44.518277,707,254.0,286.001,1,-12.598818897637788,1983-01-09,2023-09-30,40,461,14013,9781,862.0,13545.0,257.0,211.0,C,,541,5,"['FR004274', 'FR004275', 'FR004276', 'FR004277', 'FR001789']"
ES000172,2073,SAHAGUN                            ,ES,ES_CEDEX,,-5.03802236,42.37044177,-5.038022368364408,42.37044177620158,800,725.0,742.162,0,-2.3671724137931083,1931-05-20,2019-09-30,79,932,28350,28124,3926.0,0.0,28350.0,0.0,D,,539,2,"['ES000172', 'ES000203']"
DEBY0450,12405005,Ostallgäu,DE,DE_BY,Wertach,10.64295183240698,47.82630672774866,10.64295183240698,47.82630672774866,693.98,451.0,443.095,0,1.752771618625271,1920-11-01,2023-08-19,104,1192,35545,35125,2002.0,0.0,35545.0,0.0,C,,2,9,"['DEBY0450', 'DEBY0542', 'DEBY0564', 'DEBY0632', 'DEBY0788', 'DEBY0818', 'DEBY0851', 'DEBY0882', 'DEBY0883']"
AT000458,210260,Burg,AT,AT_EHYD,Pinka,16.41301293,47.20544306,16.41301293142565,47.20544306964329,238,664.1,667.285,0,-0.4795964463183173,1988-01-01,2021-12-31,34,408,12419,12419,0.0,0.0,12419.0,0.0,B,,2,7,"['AT000452', 'AT000453', 'AT000454', 'AT000455', 'AT000456', 'AT000457', 'AT000458']"
DEBW0290,Pforzheim Enz,Pforzheim Enz,DE,DE_BW,,8.729510739008402,48.89705284823217,8.7295107390084,48.89705284823217,241.23,1480.0,1480.358,0,-0.0241891891891856,1983-11-01,2023-10-10,41,480,14572,12409,17.0,0.0,14572.0,0.0,B,,1,18,"['DEBW0273', 'DEBW0274', 'DEBW0275', 'DEBW0276', 'DEBW0277', 'DEBW0278', 'DEBW0279', 'DEBW0280', 'DEBW0281', 'DEBW0282', 'DEBW0283', 'DEBW0284', 'DEBW0285', 'DEBW0286', 'DEBW0287', 'DEBW0288', 'DEBW0289', 'DEBW0290']"
FR002936,Y353401001,Y3534010,FR,FR_EAUFRANCE,Le Vieux Vistre [lit mineur] au Cailar,4.244717,43.670541,4.244717,43.670541,1,490.0,488.521,0,0.3018367346938744,1969-01-01,2023-09-30,54,613,18262,3838,1734.0,17220.0,417.0,625.0,C,,759,12,"['FR004917', 'FR004918', 'FR004919', 'FR004920', 'FR002929', 'FR002930', 'FR002931', 'FR002932', 'FR002933', 'FR002934', 'FR002935', 'FR002936']"
DESN1624,562040,Niederschlema,DE,DE_SN,Zwickauer Mulde,12.67911853460406,50.63155242858861,12.67911853460406,50.63155242858862,314.286,755.0,753.433,0,0.2075496688741731,1927-11-01,2023-10-10,97,1140,34678,21550,365.0,0.0,34678.0,0.0,B,,42,11,"['DESN1532', 'DESN1533', 'DESN1580', 'DESN1604', 'DESN1605', 'DESN1613', 'DESN1624', 'DESN1640', 'DESN1648', 'DESN1654', 'DESN1685']"
AT000179,204875,Oberkappel,AT,AT_EHYD,Ranna,13.77002776,48.55127642,13.77002776316189,48.5512764248228,492,132.5,134.221,0,-1.2988679245283046,1951-01-01,2021-12-31,70,840,25568,17532,365.0,0.0,25568.0,0.0,B,,2,2,"['AT000179', 'DEBY0735']"
DEBY0771,24461003,Bad Kissingen,DE,DE_BY,Lauter,9.96689007437972,50.21990942898864,9.96689007437972,50.21990942898864,293.06,12.8,12.402,0,3.1093750000000115,1966-11-01,2023-04-04,58,638,18694,18324,1915.0,0.0,18694.0,0.0,C,,1,1,['DEBY0771']
